t,S,I,R,D,beta,gamma,mu,R0
0.0,5992241.0,5745.8135,1478.7627,318.9718,-0.0021711476,0.007202193,0.00059629977,-0.27840605
1.0,5992197.0,5759.334,1549.1096,328.66718,-0.0018084832,0.007274106,0.0006117672,-0.229332
2.0,5992151.0,5773.2373,1619.2422,338.3567,-0.0014424808,0.0073470026,0.00062770845,-0.18088189
3.0,5992103.5,5787.484,1689.214,348.04468,-0.0010731108,0.0074208826,0.0006441385,-0.13305742
4.0,5992054.5,5802.0977,1759.0021,357.72964,-0.0007003732,0.007495776,0.0006610692,-0.08586325
5.0,5992003.0,5817.0654,1828.6217,367.41574,-0.0003242381,0.0075716972,0.0006785214,-0.039300546
6.0,5991950.0,5832.4053,1898.1265,377.10696,5.5324286e-05,0.0076486617,0.0006965101,0.0066294963
7.0,5991895.0,5848.0835,1967.5011,386.801,0.00043834373,0.007726684,0.0007150531,0.051925775
8.0,5991837.5,5864.1543,2036.7072,396.5034,0.00082482025,0.0078057647,0.0007341683,0.096583925
9.0,5991778.5,5880.573,2105.875,406.21652,0.0012148134,0.007885948,0.0007538736,0.14060631
10.0,5991717.5,5897.3794,2174.9512,415.94293,0.0016082935,0.007967234,0.00077418983,0.18398531
11.0,5991654.5,5914.549,2243.935,425.68448,0.0020053498,0.008049652,0.0007951349,0.22672674
12.0,5991589.5,5932.091,2312.8887,435.44342,0.0024059527,0.008133203,0.00081673265,0.26882347
13.0,5991522.0,5950.015,2381.781,445.2251,0.0028101616,0.008217901,0.000839001,0.31027848
14.0,5991452.5,5968.3223,2450.7114,455.02908,0.0032179765,0.008303776,0.00086196064,0.3510876
15.0,5991381.0,5986.9873,2519.6038,464.8605,0.0036294274,0.008390844,0.0008856386,0.3912504
16.0,5991307.5,6006.059,2588.5342,474.72067,0.004044514,0.008479118,0.0009100527,0.4307637
17.0,5991231.5,6025.504,2657.4878,484.61548,0.0044632964,0.00856863,0.0009352327,0.46962976
18.0,5991153.5,6045.336,2726.4795,494.54547,0.0048857443,0.008659378,0.00096119643,0.5078433
19.0,5991073.0,6065.58,2795.5784,504.515,0.0053119473,0.008751392,0.0009879739,0.54541
20.0,5990990.5,6086.192,2864.754,514.5287,0.0057418756,0.008844689,0.0010155857,0.58232415
21.0,5990905.5,6107.201,2934.052,524.58923,0.006175559,0.008939296,0.0010440678,0.618585
22.0,5990818.0,6128.6074,3003.4878,534.6997,0.0066130273,0.009035215,0.001073438,0.6541947
23.0,5990728.5,6150.411,3073.077,544.8638,0.0070542507,0.00913249,0.0011037261,0.68914634
24.0,5990636.5,6172.641,3142.8496,555.08575,0.007499289,0.00923112,0.0011349678,0.72344446
25.0,5990542.5,6195.2734,3212.8137,565.372,0.007948231,0.009331137,0.0011671841,0.75709546
26.0,5990445.5,6218.3276,3283.0151,575.72455,0.008400928,0.009432554,0.0012004077,0.7900835
27.0,5990346.5,6241.784,3353.4387,586.1471,0.008857559,0.009535387,0.0012346745,0.8224242
28.0,5990244.5,6265.662,3424.1074,596.6447,0.0093179755,0.00963968,0.0012700111,0.85410076
29.0,5990140.5,6289.952,3495.1433,607.22394,0.0097823255,0.009745434,0.0013064534,0.8851271
30.0,5990034.0,6314.708,3566.4702,617.8868,0.01025058,0.009852678,0.0013440311,0.9154994
31.0,5989924.5,6339.9004,3638.1113,628.6385,0.010722738,0.009961426,0.001382783,0.94521683
32.0,5989813.0,6365.519,3710.173,639.4864,0.01119883,0.010071725,0.001422739,0.97428036
33.0,5989698.5,6391.634,3782.5798,650.4338,0.011678826,0.010183558,0.0014639407,1.0026897
34.0,5989581.5,6418.155,3855.4226,661.48584,0.012162786,0.010296971,0.001506421,1.0304484
35.0,5989461.5,6445.191,3928.7097,672.64746,0.01265071,0.010411993,0.0015502184,1.0575562
36.0,5989339.5,6472.6836,4002.502,683.92804,0.013142567,0.010528639,0.001595369,1.0840118
37.0,5989214.0,6500.676,4076.8074,695.3277,0.013638388,0.010646939,0.0016419142,1.1098177
38.0,5989086.5,6529.174,4151.626,706.85846,0.014138173,0.0107669085,0.0016898931,1.1349761
