t,S,I,R,D,beta_const,gamma_const,mu_const,R0_const
0.0,5995513.0,0.0,0.0,0.0,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
1.0,5995191.0,0.0,0.0,0.0,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
2.0,5994919.0,0.0096427975,0.0,117.51953,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
3.0,5994732.0,3107.539,720.0176,198.2832,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
4.0,5994417.5,4211.5156,1151.1113,230.8313,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
5.0,5994096.5,4640.328,1290.7852,254.98328,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
6.0,5993831.0,4813.041,1368.9648,278.61646,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
7.0,5993569.0,4884.336,1465.4102,303.64587,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
8.0,5993272.5,4918.6504,1600.5527,330.2401,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
9.0,5992948.5,4944.2207,1764.9414,357.761,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
10.0,5992621.0,4973.203,1940.4219,385.38232,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
11.0,5992313.5,5010.332,2111.5645,412.4381,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
12.0,5992039.0,5056.7344,2269.2793,438.52942,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
13.0,5991801.5,5111.8945,2410.1914,463.4801,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
14.0,5991596.5,5174.5996,2534.8438,487.27283,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
15.0,5991418.0,5243.3887,2645.8477,509.97632,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
16.0,5991257.0,5316.873,2746.6133,531.6986,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
17.0,5991107.0,5393.8125,2840.3926,552.55396,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
18.0,5990961.0,5473.1562,2929.9395,572.6504,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
19.0,5990815.5,5554.0527,3017.3633,592.0818,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
20.0,5990666.5,5635.834,3104.0488,610.9249,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
21.0,5990512.5,5717.965,3190.8086,629.24084,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
22.0,5990353.5,5800.0547,3278.0566,647.083,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
23.0,5990189.0,5881.799,3365.8125,664.49146,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
24.0,5990020.0,5962.9766,3453.8906,681.49866,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
25.0,5989846.5,6043.414,3542.0078,698.13477,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
26.0,5989670.5,6123.01,3629.8008,714.4232,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
27.0,5989492.5,6201.6777,3716.9395,730.3873,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
28.0,5989313.5,6279.3594,3803.0586,746.04663,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
29.0,5989134.5,6356.035,3887.9492,761.4225,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
30.0,5988955.5,6431.701,3971.3477,776.5321,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
31.0,5988778.0,6506.342,4053.1406,791.39465,0.0520910733999263,0.03858553392265268,0.006972966545548909,1.1433886731255398
