t,S,I,R,D,beta,gamma,mu,R0
0.0,5992250.5,5415.1577,1920.9242,432.34863,0.00046945736,0.0050885677,0.0002741009,0.087541744
1.0,5992185.5,5437.686,1990.1638,439.6502,0.0007906072,0.0051540434,0.00028464795,0.14536718
2.0,5992119.0,5460.8,2058.4834,446.84973,0.0011142604,0.0052205473,0.00029564797,0.201998
3.0,5992051.5,5484.522,2125.937,453.9487,0.0014405064,0.0052880794,0.00030712486,0.25745377
4.0,5991982.0,5508.833,2192.576,460.95065,0.0017694049,0.0053566545,0.00031909943,0.31174797
5.0,5991910.5,5533.727,2258.4268,467.8591,0.002100896,0.0054263026,0.00033159257,0.36487222
6.0,5991838.0,5559.2134,2323.5674,474.6762,0.00243501,0.0054970235,0.0003446281,0.41683587
7.0,5991763.5,5585.2754,2388.0154,481.4074,0.0027717464,0.005568847,0.00035823585,0.46764088
8.0,5991687.5,5611.902,2451.8337,488.05463,0.0031111948,0.0056417882,0.00037243366,0.51730627
9.0,5991609.5,5639.13,2515.0579,494.62213,0.0034533255,0.005715877,0.00038725734,0.5658282
10.0,5991529.5,5666.8823,2577.7473,501.11746,0.0037981085,0.005791113,0.00040273071,0.61320704
11.0,5991448.0,5695.232,2639.9568,507.5421,0.004145663,0.005867541,0.00041888357,0.6594628
12.0,5991365.0,5724.12,2701.7046,513.9026,0.0044959,0.005945146,0.00043574572,0.70458806
13.0,5991280.0,5753.592,2763.0688,520.2051,0.0048489384,0.006023973,0.00045335593,0.74860156
14.0,5991193.0,5783.6006,2824.0813,526.45514,0.0052047186,0.006104052,0.00047174096,0.7914967
15.0,5991104.0,5814.152,2884.7876,532.65894,0.0055632703,0.0061853826,0.00049093965,0.83328366
16.0,5991013.5,5845.2505,2945.2512,538.823,0.0059246235,0.0062679797,0.00051098765,0.87397134
17.0,5990920.5,5876.8804,3005.4868,544.95557,0.006288808,0.006351888,0.0005319238,0.9135647
18.0,5990826.0,5909.063,3065.5828,551.06226,0.0066557936,0.006437108,0.00055378675,0.95206606
19.0,5990730.0,5941.7773,3125.5454,557.1508,0.0070256703,0.0065236837,0.0005766213,0.9894885
20.0,5990631.5,5975.0244,3185.459,563.2287,0.0073983483,0.0066116154,0.0006004691,1.0258266
21.0,5990531.0,6008.8184,3245.3647,569.3079,0.007773917,0.006700948,0.0006253779,1.0610936
22.0,5990429.0,6043.119,3305.2864,575.3923,0.008152407,0.006791696,0.0006513864,1.0952998
23.0,5990324.5,6077.9463,3365.3079,581.49365,0.008533757,0.0068838596,0.0006785512,1.128444
