t,S,I,R,D,beta_const,gamma_const,mu_const,R0_const
0.0,5995783.5,4249.2188,0.0,0.0,0.034850963656609446,0.029551039530197054,0.003663775685060766,1.049259597885706
1.0,5995736.5,4307.1523,0.0,69.07471,0.034850963656609446,0.029551039530197054,0.003663775685060766,1.049259597885706
2.0,5995547.0,4382.4355,0.0,133.52563,0.034850963656609446,0.029551039530197054,0.003663775685060766,1.049259597885706
3.0,5995292.0,4460.9023,0.0,172.60791,0.034850963656609446,0.029551039530197054,0.003663775685060766,1.049259597885706
4.0,5995096.0,4618.0605,0.0,210.98804,0.034850963656609446,0.029551039530197054,0.003663775685060766,1.049259597885706
5.0,5994820.0,4766.383,600.3086,245.81006,0.034850963656609446,0.029551039530197054,0.003663775685060766,1.049259597885706
6.0,5994512.5,4882.9453,1031.4336,275.9839,0.034850963656609446,0.029551039530197054,0.003663775685060766,1.049259597885706
7.0,5994205.0,4969.7207,1225.2539,302.93726,0.034850963656609446,0.029551039530197054,0.003663775685060766,1.049259597885706
8.0,5993905.5,5034.582,1351.1758,328.1643,0.034850963656609446,0.029551039530197054,0.003663775685060766,1.049259597885706
9.0,5993619.0,5086.7344,1466.5586,352.44824,0.034850963656609446,0.029551039530197054,0.003663775685060766,1.049259597885706
10.0,5993349.5,5133.8164,1585.207,376.08252,0.034850963656609446,0.029551039530197054,0.003663775685060766,1.049259597885706
11.0,5993099.5,5181.0234,1707.1133,399.15186,0.034850963656609446,0.029551039530197054,0.003663775685060766,1.049259597885706
12.0,5992869.0,5231.326,1829.3008,421.6792,0.034850963656609446,0.029551039530197054,0.003663775685060766,1.049259597885706
13.0,5992656.0,5286.0957,1949.25,443.6792,0.034850963656609446,0.029551039530197054,0.003663775685060766,1.049259597885706
14.0,5992457.5,5345.6797,2065.496,465.16968,0.034850963656609446,0.029551039530197054,0.003663775685060766,1.049259597885706
15.0,5992271.0,5409.873,2177.3867,486.17383,0.034850963656609446,0.029551039530197054,0.003663775685060766,1.049259597885706
16.0,5992093.0,5478.174,2284.8867,506.71606,0.034850963656609446,0.029551039530197054,0.003663775685060766,1.049259597885706
17.0,5991921.0,5549.996,2388.211,526.8164,0.034850963656609446,0.029551039530197054,0.003663775685060766,1.049259597885706
18.0,5991753.0,5624.6855,2487.75,546.4983,0.034850963656609446,0.029551039530197054,0.003663775685060766,1.049259597885706
