t,S,I,R,D,beta,gamma,mu,R0
0.0,60462130.0,-109.11606,-115.08076,-67.71439,0.45018,0.022125304,0.018564284,11.063764
1.0,60462036.0,-99.780266,-76.31425,-43.341694,0.4434975,0.022098139,0.018545663,10.911811
2.0,60461956.0,-92.362526,-41.80783,-21.862427,0.4368121,0.022069857,0.018525962,10.760027
3.0,60461884.0,-86.93921,-11.514639,-3.2543726,0.43012613,0.022040442,0.018505145,10.608458
4.0,60461820.0,-83.50799,14.640335,12.51951,0.42344248,0.02200988,0.018483186,10.457161
5.0,60461764.0,-82.182236,36.722717,25.509592,0.41676387,0.021978155,0.018460074,10.306186
6.0,60461720.0,-82.948074,54.82438,35.754395,0.41009304,0.021945238,0.01843578,10.155589
7.0,60461684.0,-85.83326,69.03158,43.307247,0.40343243,0.02191113,0.018410284,10.005414
8.0,60461656.0,-90.79153,79.46432,48.243717,0.39678484,0.021875814,0.018383557,9.855715
9.0,60461640.0,-97.795105,86.22572,50.631947,0.3901529,0.021839261,0.018355563,9.706546
10.0,60461630.0,-106.719055,89.452675,50.557873,0.38353947,0.021801457,0.018326307,9.557959
11.0,60461630.0,-117.46621,89.29142,48.107414,0.3769468,0.021762386,0.018295739,9.409996
12.0,60461644.0,-129.84915,85.89197,43.38429,0.37037775,0.021722019,0.018263847,9.262717
13.0,60461664.0,-143.6365,79.430565,36.509975,0.3638348,0.02168037,0.018230593,9.116161
14.0,60461690.0,-158.53908,70.0891,27.597073,0.3573205,0.021637395,0.018195957,8.970385
15.0,60461724.0,-174.2121,58.07008,16.789288,0.35083723,0.021593079,0.01815992,8.825428
16.0,60461770.0,-190.21367,43.579746,4.2392216,0.3443875,0.021547407,0.018122448,8.68134
17.0,60461816.0,-206.02783,26.86749,-9.896085,0.3379739,0.021500364,0.018083498,8.538174
18.0,60461870.0,-221.04376,8.177062,-25.43144,0.33159834,0.021451905,0.018043071,8.395963
19.0,60461932.0,-234.54654,-12.22153,-42.1698,0.3252634,0.021402031,0.01800111,8.254759
20.0,60461996.0,-245.68471,-34.037655,-59.90523,0.31897128,0.021350712,0.017957604,8.1146
21.0,60462060.0,-253.47495,-56.941303,-78.40662,0.3127241,0.021297947,0.017912513,7.975528
22.0,60462130.0,-256.7766,-80.60809,-97.41172,0.30652416,0.021243691,0.017865816,7.837587
23.0,60462190.0,-254.31714,-104.66865,-116.665726,0.30037314,0.021187961,0.017817482,7.7008004
24.0,60462252.0,-244.61577,-128.73857,-135.86343,0.29427338,0.021130681,0.017767478,7.5652266
25.0,60462308.0,-225.9465,-152.38661,-154.69075,0.28822666,0.021071851,0.017715776,7.430892
26.0,60462356.0,-196.45372,-175.17776,-172.79361,0.28223467,0.021011457,0.017662335,7.2978277
27.0,60462388.0,-153.91397,-196.61137,-189.80309,0.27629924,0.020949468,0.017607123,7.1660705
28.0,60462410.0,-95.93257,-216.17932,-205.3177,0.27042216,0.02088587,0.017550124,7.035649
29.0,60462410.0,-19.749266,-233.32285,-218.90189,0.2646049,0.020820633,0.017491287,6.9065943
30.0,60462384.0,77.7178,-247.42691,-230.06967,0.2588489,0.020753741,0.017430592,6.7789297
31.0,60462332.0,199.86514,-257.85965,-238.32329,0.25315595,0.020685151,0.017368013,6.6526914
32.0,60462250.0,350.48492,-263.9198,-243.09235,0.24752708,0.020614848,0.017303491,6.5278993
33.0,60462120.0,533.82043,-264.87418,-243.79608,0.24196376,0.020542815,0.017237026,6.404573
34.0,60461950.0,754.51996,-259.91376,-239.78409,0.23646702,0.020469025,0.017168565,6.2827353
35.0,60461724.0,1017.6875,-248.1788,-230.3556,0.23103808,0.020393431,0.01709807,6.162412
36.0,60461440.0,1328.9293,-228.7468,-214.75803,0.22567807,0.020316035,0.017025521,6.043617
37.0,60461084.0,1694.3856,-200.62772,-192.18613,0.22038765,0.020236805,0.016950881,5.9263606
38.0,60460650.0,2120.6577,-162.7481,-161.7673,0.21516804,0.020155698,0.016874118,5.81067
39.0,60460124.0,2614.9133,-113.97449,-122.562225,0.21001972,0.020072699,0.016795194,5.696548
40.0,60459500.0,3184.8318,-53.07309,-73.54867,0.20494367,0.019987807,0.01671408,5.584009
41.0,60458764.0,3838.5432,21.27705,-13.65029,0.19994049,0.019900948,0.016630752,5.473068
42.0,60457904.0,4584.724,110.483154,58.311474,0.1950105,0.019812122,0.016545152,5.3637266
43.0,60456908.0,5432.354,216.06776,143.58481,0.19015427,0.0197213,0.016457273,5.2559915
44.0,60455764.0,6390.8403,339.6378,243.53052,0.1853724,0.019628435,0.016367072,5.149876
45.0,60454460.0,7469.799,482.93887,359.55676,0.18066509,0.01953353,0.01627453,5.045375
46.0,60452976.0,8678.898,647.817,493.23032,0.17603244,0.019436538,0.016179604,4.94249
47.0,60451300.0,10027.821,836.23914,646.16156,0.17147495,0.019337416,0.01608227,4.841233
48.0,60449420.0,11526.049,1050.3063,820.09875,0.16699244,0.019236192,0.015982497,4.7415857
49.0,60447324.0,13182.586,1292.2411,1016.8848,0.16258515,0.019132793,0.015880262,4.6435575
50.0,60444996.0,15005.948,1564.3933,1238.4414,0.15825303,0.019027188,0.015775532,4.5471454
51.0,60442424.0,17003.715,1869.2388,1486.8257,0.15399598,0.018919349,0.015668288,4.4523416
52.0,60439596.0,19182.45,2209.3743,1764.156,0.1498139,0.018809289,0.015558505,4.3591366
53.0,60436504.0,21547.59,2587.5105,2072.6519,0.14570655,0.018696949,0.015446156,4.2675247
54.0,60433140.0,24103.07,3006.4673,2414.5994,0.14167373,0.0185823,0.015331215,4.1775007
55.0,60429496.0,26851.328,3469.1135,2792.326,0.13771518,0.01846534,0.015213675,4.08905
56.0,60425564.0,29793.262,3978.4324,3208.2244,0.13383044,0.018346012,0.015093512,4.0021634
57.0,60421348.0,32928.13,4537.4014,3664.6587,0.13001908,0.018224314,0.014970702,3.9168255
58.0,60416844.0,36253.516,5148.998,4163.9907,0.12628092,0.018100202,0.014845244,3.833031
59.0,60412050.0,39765.715,5816.2,4708.544,0.122614995,0.017973661,0.014717117,3.7507517
60.0,60406970.0,43459.363,6541.858,5300.491,0.11902119,0.017844677,0.014586315,3.6699831
61.0,60401604.0,47328.152,7328.733,5941.9478,0.115498796,0.017713219,0.014452833,3.5907047
62.0,60395960.0,51364.59,8179.388,6634.7925,0.11204715,0.017579272,0.01431666,3.512898
63.0,60390044.0,55560.188,9096.173,7380.7134,0.10866566,0.017442808,0.014177799,3.4365456
64.0,60383860.0,59905.91,10081.184,8181.1396,0.10535361,0.017303795,0.014036256,3.3616285
65.0,60377420.0,64391.848,11136.166,9037.198,0.10211028,0.017162234,0.013892028,3.2881246
66.0,60370732.0,69007.44,12262.504,9949.653,0.09893508,0.017018124,0.013745117,3.216016
67.0,60363804.0,73741.73,13461.2295,10918.963,0.09582697,0.016871408,0.013595551,3.145275
68.0,60356650.0,78582.67,14732.855,11945.119,0.09278537,0.016722098,0.013443345,3.075883
69.0,60349270.0,83518.0,16077.56,13027.806,0.08980937,0.01657018,0.013288498,3.0078146
70.0,60341700.0,88534.414,17494.973,14166.24,0.08689816,0.01641564,0.013131052,2.9410453
71.0,60333936.0,93617.875,18984.295,15359.249,0.08405097,0.016258478,0.012971038,2.8755512
72.0,60326004.0,98753.74,20544.31,16605.326,0.081266776,0.016098678,0.012808481,2.8113027
73.0,60317920.0,103926.484,22173.34,17902.574,0.07854475,0.015936255,0.012643409,2.748274
74.0,60309700.0,109119.84,23869.283,19248.77,0.07588403,0.015771195,0.012475878,2.6864386
75.0,60301370.0,114317.24,25629.768,20641.455,0.07328366,0.0156035125,0.012305925,2.6257663
76.0,60292944.0,119501.58,27452.023,22077.914,0.07074277,0.015433192,0.01213361,2.5662305
77.0,60284450.0,124655.5,29333.02,23555.236,0.06826042,0.015260264,0.011958989,2.507799
78.0,60275904.0,129762.01,31269.59,25070.438,0.06583555,0.015084714,0.011782119,2.4504397
79.0,60267340.0,134803.84,33258.234,26620.338,0.06346743,0.0149066,0.011603079,2.3941228
80.0,60258770.0,139764.8,35295.484,28201.814,0.061154943,0.014725909,0.011421928,2.3388147
81.0,60250220.0,144629.03,37377.676,29811.68,0.05889721,0.014542669,0.011238754,2.2844825
82.0,60241716.0,149381.62,39501.07,31446.732,0.056693327,0.014356911,0.011053646,2.2310934
83.0,60233270.0,154008.94,41662.01,33103.883,0.054542255,0.01416868,0.010866696,2.1786075
84.0,60224910.0,158498.19,43856.676,34780.0,0.0524431,0.013977975,0.010677988,2.1269946
85.0,60216652.0,162838.1,46081.258,36471.99,0.050394904,0.013784885,0.010487643,2.0762117
86.0,60208510.0,167018.69,48332.027,38176.883,0.04839666,0.013589427,0.010295761,2.0262206
87.0,60200504.0,171031.02,50605.074,39891.59,0.046447527,0.013391644,0.010102454,1.976987
88.0,60192650.0,174867.83,52896.625,41613.168,0.044546526,0.0131916255,0.009907851,1.9284648
89.0,60184956.0,178522.86,55202.77,43338.586,0.042692672,0.012989417,0.009712077,1.8806107
90.0,60177440.0,181991.14,57519.574,45064.82,0.04088519,0.012785077,0.0095152585,1.833389
91.0,60170108.0,185268.78,59843.156,46788.875,0.03912301,0.012578696,0.009317535,1.7867463
92.0,60162976.0,188352.92,62169.5,48507.668,0.037405264,0.012370333,0.009119058,1.7406386
93.0,60156050.0,191241.64,64494.598,50218.133,0.03573112,0.012160093,0.008919964,1.6950201
94.0,60149336.0,193933.98,66814.51,51917.24,0.03409959,0.011948064,0.008720407,1.6498361
95.0,60142844.0,196429.6,69125.23,53601.926,0.032509815,0.011734337,0.00852055,1.6050355
96.0,60136584.0,198729.0,71422.79,55269.176,0.030960958,0.01151903,0.008320547,1.5605655
97.0,60130556.0,200833.33,73703.47,56916.15,0.029452097,0.011302233,0.008120564,1.5163676
98.0,60124764.0,202744.33,75963.44,58539.953,0.027982485,0.01108408,0.007920769,1.4723867
99.0,60119216.0,204464.25,78199.195,60137.99,0.026551139,0.01086469,0.0077213347,1.4285539
100.0,60113910.0,205996.02,80407.336,61707.742,0.025157344,0.010644183,0.007522428,1.3848121
101.0,60108856.0,207342.75,82584.67,63246.926,0.023800265,0.010422707,0.007324231,1.3410915
102.0,60104050.0,208508.25,84728.336,64753.496,0.022479039,0.010200396,0.0071269097,1.2973188
103.0,60099490.0,209496.67,86835.61,66225.625,0.02119292,0.009977415,0.006930643,1.2534212
104.0,60095176.0,210312.47,88904.07,67661.74,0.019941103,0.009753898,0.0067356112,1.2093205
105.0,60091108.0,210960.36,90931.57,69060.516,0.018722843,0.009530008,0.0065419856,1.164936
106.0,60087284.0,211445.44,92916.234,70420.914,0.017537337,0.009305909,0.006349936,1.1201782
107.0,60083700.0,211772.97,94856.44,71742.07,0.016383898,0.009081781,0.0061596422,1.0749584
108.0,60080350.0,211948.38,96750.805,73023.43,0.0152617805,0.008857802,0.005971265,1.0291802
109.0,60077240.0,211977.38,98598.09,74264.56,0.014170241,0.008634135,0.0057849796,0.98274004
110.0,60074350.0,211865.58,100397.42,75465.32,0.013108622,0.00841096,0.0056009414,0.93553483
111.0,60071692.0,211618.75,102148.01,76625.66,0.01207618,0.008188486,0.005419308,0.8874458
112.0,60069250.0,211242.69,103849.22,77745.7,0.011072289,0.007966861,0.005240235,0.83835906
113.0,60067016.0,210743.2,105500.664,78825.734,0.010096204,0.007746324,0.005063865,0.7881385
114.0,60064990.0,210125.98,107101.984,79866.125,0.009147327,0.0075270236,0.004890341,0.73665607
115.0,60063172.0,209396.8,108653.05,80867.336,0.008225035,0.0073091686,0.004719794,0.6837693
116.0,60061544.0,208561.16,110153.74,81829.91,0.0073286705,0.0070929676,0.0045523494,0.6293234
117.0,60060104.0,207624.6,111604.164,82754.49,0.006457608,0.0068785995,0.0043881238,0.5731576
118.0,60058844.0,206592.47,113004.445,83641.75,0.005611252,0.006666243,0.004227233,0.5151021
119.0,60057764.0,205470.06,114354.805,84492.37,0.004789036,0.006456092,0.0040697693,0.45497802
120.0,60056856.0,204262.5,115655.55,85307.17,0.0039903335,0.006248355,0.0039158254,0.3925878
121.0,60056108.0,202974.75,116907.15,86086.92,0.0032146387,0.0060431957,0.0037654818,0.32773417
122.0,60055520.0,201611.6,118110.07,86832.44,0.002461385,0.0058407784,0.0036188127,0.26019996
123.0,60055084.0,200177.73,119264.914,87544.586,0.0017299466,0.0056413114,0.0034758837,0.18974547
124.0,60054790.0,198677.81,120372.32,88224.24,0.0010199063,0.005444929,0.0033367425,0.116140336
125.0,60054644.0,197116.12,121433.08,88872.28,0.00033069775,0.00525181,0.003201428,0.039120838
126.0,60054624.0,195496.89,122447.98,89489.63,-0.000338275,0.0050621033,0.003069979,-0.041597586
127.0,60054736.0,193824.25,123417.92,90077.2,-0.0009873398,0.004875943,0.0029424161,-0.12628478
128.0,60054972.0,192102.16,124343.9,90635.94,-0.0016171224,0.0046934783,0.0028187484,-0.2152654
129.0,60055324.0,190334.36,125226.92,91166.77,-0.0022280402,0.0045148283,0.0026989847,-0.3088575
130.0,60055784.0,188524.47,126068.08,91670.68,-0.0028206296,0.004340127,0.0025831133,-0.40741464
131.0,60056350.0,186676.17,126868.51,92148.6,-0.0033952184,0.004169449,0.0024711252,-0.5112838
132.0,60057020.0,184792.62,127629.414,92601.516,-0.003952373,0.0040029287,0.0023629875,-0.62086475
133.0,60057784.0,182877.19,128352.04,93030.36,-0.0044924803,0.0038406104,0.0022586763,-0.7365583
134.0,60058636.0,180932.9,129037.63,93436.11,-0.005015958,0.0036825985,0.00215815,-0.8587869
135.0,60059572.0,178962.77,129687.46,93819.695,-0.005523283,0.0035289377,0.002061364,-0.9880116
136.0,60060590.0,176969.53,130302.88,94182.08,-0.0060148127,0.0033796877,0.0019682557,-1.1246964
137.0,60061680.0,174955.98,130885.164,94524.2,-0.0064909644,0.0032348782,0.0018787741,-1.2693402
138.0,60062840.0,172924.62,131435.67,94846.94,-0.0069521256,0.0030945241,0.0017928452,-1.4224678
139.0,60064068.0,170877.98,131955.72,95151.23,-0.0073987134,0.0029586852,0.0017104059,-1.5846153
140.0,60065350.0,168818.28,132446.61,95437.94,-0.0078310855,0.0028273165,0.0016313732,-1.7563648
141.0,60066696.0,166747.78,132909.66,95707.914,-0.0082495995,0.0027004182,0.0015556694,-1.938306
142.0,60068090.0,164668.64,133346.14,95962.03,-0.008654643,0.0025779903,0.001483211,-2.1310549
143.0,60069530.0,162582.78,133757.33,96201.055,-0.009046543,0.002460003,0.0014139087,-2.3352478
144.0,60071016.0,160492.08,134144.45,96425.82,-0.009425689,0.0023463964,0.0013476759,-2.5515711
145.0,60072540.0,158398.38,134508.73,96637.08,-0.0097923465,0.0022371262,0.0012844205,-2.7806947
146.0,60074100.0,156303.3,134851.31,96835.54,-0.010146935,0.0021321476,0.001224044,-3.0233479
147.0,60075696.0,154208.48,135173.36,97021.945,-0.010489751,0.002031386,0.001166457,-3.2802584
148.0,60077316.0,152115.4,135475.95,97196.945,-0.010821123,0.0019347668,0.0011115641,-3.5521822
149.0,60078970.0,150025.45,135760.17,97361.2,-0.011141349,0.0018422008,0.001059267,-3.839901
150.0,60080640.0,147940.05,136027.02,97515.35,-0.011450756,0.0017536134,0.0010094732,-4.1441903
151.0,60082332.0,145860.31,136277.47,97659.97,-0.011749644,0.0016689003,0.00096208457,-4.465873
152.0,60084044.0,143787.53,136512.47,97795.64,-0.012038309,0.001587972,0.00091700855,-4.8057494
153.0,60085770.0,141722.73,136732.92,97922.87,-0.01231705,0.0015107095,0.0008741498,-5.164686
154.0,60087508.0,139667.03,136939.67,98042.195,-0.012586195,0.0014370382,0.00083342195,-5.5434556
155.0,60089256.0,137621.33,137133.55,98154.11,-0.012845952,0.001366809,0.0007947296,-5.9429665
156.0,60091012.0,135586.53,137315.28,98259.02,-0.013096649,0.0012999326,0.00075798633,-6.364026
157.0,60092772.0,133563.5,137485.64,98357.43,-0.013338555,0.0012363046,0.00072310865,-6.8074226
158.0,60094540.0,131553.05,137645.33,98449.7,-0.013571937,0.0011757761,0.00069000723,-7.274122
159.0,60096308.0,129555.875,137794.98,98536.234,-0.013797093,0.0011182725,0.0006586015,-7.764812
160.0,60098076.0,127572.66,137935.23,98617.4,-0.014014233,0.0010636449,0.0006288141,-8.280397
161.0,60099844.0,125604.08,138066.67,98693.53,-0.014223624,0.0010117888,0.0006005675,-8.821638
162.0,60101610.0,123650.7,138189.84,98764.96,-0.014425565,0.0009626001,0.0005737841,-9.389295
163.0,60103370.0,121713.03,138305.27,98831.99,-0.014620263,0.0009159595,0.00054839853,-9.9840765
164.0,60105124.0,119791.63,138413.42,98894.89,-0.014807988,0.00087174773,0.0005243361,-10.606804
165.0,60106870.0,117886.95,138514.81,98953.945,-0.014988977,0.00082986057,0.00050153135,-11.258125
166.0,60108612.0,115999.41,138609.83,99009.38,-0.0151635,0.0007902086,0.0004799217,-11.938539
167.0,60110344.0,114129.36,138698.9,99061.46,-0.015331704,0.00075265765,0.00045944453,-12.648855
168.0,60112068.0,112277.2,138782.4,99110.4,-0.015493918,0.0007171333,0.00044004322,-13.389418
169.0,60113776.0,110443.27,138860.73,99156.375,-0.01565035,0.00068351626,0.00042165816,-14.160978
170.0,60115476.0,108627.82,138934.14,99199.61,-0.01580121,0.0006517172,0.0004042417,-14.963849
171.0,60117164.0,106831.14,139003.02,99240.27,-0.015946705,0.00062164664,0.00038773715,-15.798455
172.0,60118840.0,105053.46,139067.62,99278.53,-0.016087104,0.0005932301,0.0003720969,-16.664927
173.0,60120500.0,103295.02,139128.25,99314.55,-0.016222585,0.00056634843,0.0003572762,-17.564045
174.0,60122148.0,101555.96,139185.14,99348.45,-0.016353358,0.00054095685,0.00034323038,-18.495356
175.0,60123780.0,99836.46,139238.56,99380.414,-0.01647969,0.0005169511,0.0003299147,-19.459623
176.0,60125396.0,98136.68,139288.7,99410.516,-0.01660173,0.0004942566,0.0003172964,-20.456743
177.0,60127000.0,96456.734,139335.8,99438.91,-0.016719718,0.00047281384,0.00030533076,-21.486647
178.0,60128584.0,94796.69,139380.03,99465.71,-0.01683383,0.00045254827,0.000293985,-22.549337
179.0,60130150.0,93156.66,139421.58,99491.0,-0.016944308,0.00043340027,0.00028322637,-23.64454
180.0,60131708.0,91536.67,139460.66,99514.875,-0.017051328,0.00041529536,0.00027301908,-24.772585
181.0,60133244.0,89936.85,139497.38,99537.44,-0.01715504,0.00039818883,0.00026333632,-25.932558
182.0,60134760.0,88357.164,139531.9,99558.78,-0.017255682,0.00038200617,0.00025414824,-27.12499
183.0,60136264.0,86797.62,139564.39,99578.97,-0.017353464,0.00036670268,0.00024542512,-28.349411
184.0,60137748.0,85258.24,139594.95,99598.07,-0.017448504,0.00035224855,0.00023714603,-29.604113
185.0,60139212.0,83738.99,139623.75,99616.17,-0.01754104,0.00033856928,0.00022928417,-30.890081
186.0,60140660.0,82239.9,139650.83,99633.32,-0.017631192,0.00032562017,0.0002218157,-32.20686
187.0,60142092.0,80760.86,139676.36,99649.586,-0.017719198,0.00031337142,0.00021471978,-33.55329
188.0,60143504.0,79301.91,139700.39,99665.016,-0.017805237,0.00030177832,0.00020797849,-34.928886
189.0,60144900.0,77862.85,139723.03,99679.664,-0.0178894,0.00029079616,0.00020156801,-36.333675
190.0,60146276.0,76443.7,139744.39,99693.59,-0.017971922,0.00028041005,0.00019547343,-37.76538
191.0,60147630.0,75044.414,139764.55,99706.82,-0.018052924,0.00027056038,0.00018967688,-39.225254
192.0,60148972.0,73664.836,139783.55,99719.39,-0.018132586,0.00026123226,0.00018416345,-40.71118
193.0,60150296.0,72304.875,139801.47,99731.39,-0.018211056,0.00025239587,0.00017891526,-42.22255
194.0,60151600.0,70964.44,139818.4,99742.78,-0.018288482,0.00024400651,0.00017391742,-43.76031
195.0,60152890.0,69643.41,139834.4,99753.66,-0.018365044,0.0002360493,0.00016916097,-45.32226
196.0,60154156.0,68341.68,139849.5,99764.03,-0.018440831,0.0002284944,0.00016463101,-46.908268
197.0,60155404.0,67059.11,139863.77,99773.93,-0.018516023,0.00022134185,0.00016031266,-48.51514
198.0,60156640.0,65795.55,139877.25,99783.38,-0.018590737,0.00021453202,0.00015619994,-50.146034
199.0,60157852.0,64550.875,139890.02,99792.414,-0.018665154,0.00020806491,0.00015227795,-51.798317
200.0,60159052.0,63324.938,139902.08,99801.055,-0.018739332,0.00020192564,0.00014853776,-53.470158
201.0,60160230.0,62117.598,139913.52,99809.33,-0.01881345,0.00019608438,0.00014496745,-55.16302
202.0,60161396.0,60928.703,139924.33,99817.25,-0.018887628,0.00019052625,0.00014156401,-56.874985
203.0,60162540.0,59758.047,139934.56,99824.83,-0.018961955,0.00018525124,0.00013831258,-58.603447
204.0,60163668.0,58605.527,139944.28,99832.11,-0.01903655,0.00018021464,0.00013521015,-60.3521
205.0,60164780.0,57470.95,139953.47,99839.09,-0.019111533,0.00017541647,0.0001322478,-62.11814
206.0,60165876.0,56354.117,139962.19,99845.8,-0.019187022,0.00017085671,0.00012941658,-63.89853
207.0,60166950.0,55254.934,139970.45,99852.234,-0.019263107,0.00016650558,0.00012671352,-65.69527
208.0,60168016.0,54173.14,139978.31,99858.43,-0.019339908,0.00016236305,0.00012412667,-67.50646
209.0,60169060.0,53108.62,139985.77,99864.4,-0.019417483,0.00015839934,0.00012165606,-69.33444
210.0,60170090.0,52061.16,139992.83,99870.12,-0.019495923,0.00015461445,0.000119289754,-71.17789
211.0,60171100.0,51030.562,139999.55,99875.664,-0.019575376,0.00015100837,0.00011702776,-73.03261
212.0,60172100.0,50016.68,140005.94,99880.984,-0.019655902,0.0001475662,0.00011486411,-74.89951
213.0,60173080.0,49019.324,140012.02,99886.13,-0.0197375,0.00014427304,0.00011279285,-76.77992
214.0,60174044.0,48038.29,140017.78,99891.1,-0.019820351,0.0001411289,0.000110810994,-78.67095
215.0,60174996.0,47073.39,140023.28,99895.91,-0.019904453,0.00013811886,0.00010891259,-80.57457
216.0,60175932.0,46124.41,140028.5,99900.55,-0.019989956,0.00013522804,0.000107094646,-82.493126
217.0,60176852.0,45191.25,140033.5,99905.02,-0.02007683,0.00013247132,0.00010535121,-84.41938
218.0,60177756.0,44273.633,140038.25,99909.375,-0.020165194,0.00012983382,0.00010368228,-86.35462
219.0,60178650.0,43371.38,140042.77,99913.58,-0.020255078,0.00012730062,0.000102081896,-88.30263
220.0,60179524.0,42484.363,140047.1,99917.67,-0.020346541,0.00012487173,0.00010054708,-90.26106
221.0,60180384.0,41612.324,140051.23,99921.64,-0.020439643,0.00012254715,9.9074845e-05,-92.2275
222.0,60181230.0,40755.055,140055.14,99925.47,-0.020534415,0.000120311975,9.766519e-05,-94.20443
223.0,60182064.0,39912.438,140058.9,99929.21,-0.020630915,0.00011816621,9.6312164e-05,-96.19112
224.0,60182884.0,39084.25,140062.52,99932.84,-0.020729173,0.00011610985,9.501279e-05,-98.18546
225.0,60183692.0,38270.273,140065.94,99936.36,-0.02082922,0.00011412799,9.376705e-05,-100.19104
226.0,60184484.0,37470.367,140069.22,99939.81,-0.020931084,0.000112235546,9.257197e-05,-102.1988
227.0,60185260.0,36684.297,140072.36,99943.16,-0.021034796,0.0001104027,9.142458e-05,-104.22176
228.0,60186028.0,35911.918,140075.38,99946.414,-0.021140385,0.000108644366,9.03219e-05,-106.2511
229.0,60186780.0,35153.023,140078.28,99949.586,-0.021247853,0.000106960535,8.9263915e-05,-108.28341
230.0,60187520.0,34407.402,140081.03,99952.695,-0.021357257,0.00010533631,8.8250636e-05,-110.323845
