t,S,I,R,D,beta_const,gamma_const,mu_const,R0_const
0.0,60461630.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
1.0,60460530.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
2.0,60460212.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
3.0,60459876.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
4.0,60459730.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
5.0,60459636.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
6.0,60459556.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
7.0,60459532.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
8.0,60459540.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
9.0,60459556.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
10.0,60459548.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
11.0,60459510.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
12.0,60459450.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
13.0,60459364.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
14.0,60459264.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
15.0,60459160.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
16.0,60459060.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
17.0,60458972.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
18.0,60458896.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
19.0,60458840.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
20.0,60458804.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
21.0,60458788.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
22.0,60458796.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
23.0,60458820.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
24.0,60458860.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
25.0,60458910.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
26.0,60458976.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
27.0,60459044.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
28.0,60459110.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
29.0,60459172.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
30.0,60459216.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
31.0,60459244.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
32.0,60459244.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
33.0,60459204.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
34.0,60459120.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
35.0,60458984.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
36.0,60458784.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
37.0,60458508.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
38.0,60458156.0,0.0,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
39.0,60457708.0,0.022977734,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
40.0,60457156.0,865.7969,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
41.0,60456490.0,1757.2344,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
42.0,60455696.0,2678.504,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
43.0,60454760.0,3640.0508,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
44.0,60453670.0,4654.8125,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
45.0,60452416.0,5738.8867,0.0,0.0,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
46.0,60450970.0,6911.746,0.0,48.3125,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
47.0,60449308.0,8196.41,0.0,262.7832,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
48.0,60447420.0,9619.422,0.0,496.23047,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
49.0,60445276.0,11210.49,0.0,750.77734,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
50.0,60442850.0,13001.494,0.0,1028.8027,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
51.0,60440110.0,15024.932,75.125,1332.9121,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
52.0,60437044.0,17311.447,1060.5703,1665.9531,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
53.0,60433620.0,19886.734,2061.3125,2030.9199,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
54.0,60429824.0,22767.537,3068.4844,2430.83,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
55.0,60425656.0,25957.91,4071.586,2868.5684,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
56.0,60421120.0,29445.816,5059.3125,3346.6016,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
57.0,60416244.0,33201.42,6020.703,3866.625,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
58.0,60411070.0,37177.492,6946.7656,4429.256,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
59.0,60405656.0,41312.406,7832.1797,5033.6914,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
60.0,60400070.0,45535.293,8676.789,5677.551,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
61.0,60394388.0,49772.594,9486.211,6356.91,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
62.0,60388684.0,53954.605,10271.492,7066.4863,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
63.0,60383024.0,58021.035,11047.773,7800.1113,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
64.0,60377464.0,61924.6,11832.477,8551.168,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
65.0,60372040.0,65632.47,12643.461,9313.121,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
66.0,60366780.0,69125.74,13497.195,10079.871,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
67.0,60361692.0,72397.72,14407.781,10846.111,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
68.0,60356776.0,75451.234,15386.195,11607.391,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
69.0,60352024.0,78295.94,16440.422,12360.224,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
70.0,60347416.0,80945.63,17575.219,13102.006,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
71.0,60342944.0,83416.22,18792.938,13830.931,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
72.0,60338580.0,85724.0,20093.555,14545.856,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
73.0,60334320.0,87884.47,21475.375,15246.131,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
74.0,60330144.0,89911.5,22935.328,15931.484,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
75.0,60326044.0,91816.734,24469.46,16601.871,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
76.0,60322012.0,93609.42,26073.172,17257.338,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
77.0,60318044.0,95296.2,27741.602,17897.977,0.037704943353599585,0.02207880845753818,0.008384001966464272,1.2377368610707982
