t,S,I,R,D,beta,gamma,mu,R0
0.0,60462064.0,131.07167,-77.00015,-88.11598,0.5301637,0.0045586824,0.04621691,10.44131
1.0,60461972.0,184.17351,-56.19103,-78.897675,0.52162796,0.0046679676,0.04559475,10.378029
2.0,60461892.0,229.6919,-36.024693,-70.4195,0.5130482,0.0047798753,0.044970848,10.312376
3.0,60461820.0,267.5978,-16.564518,-62.747303,0.50442934,0.0048944354,0.044345357,10.244344
4.0,60461756.0,297.8719,2.1034892,-55.92359,0.49577707,0.0050117224,0.04371846,10.173922
5.0,60461704.0,320.66095,19.875214,-50.01254,0.48709685,0.005131796,0.04309037,10.101099
6.0,60461660.0,336.06174,36.65107,-45.049156,0.47839445,0.005254686,0.042461276,10.025879
7.0,60461628.0,344.30978,52.340527,-41.103455,0.4696753,0.0053804815,0.04183137,9.94825
8.0,60461610.0,345.59708,66.86662,-38.213776,0.46094525,0.0055092126,0.041200858,9.86822
9.0,60461596.0,340.25592,80.08904,-36.451794,0.45221007,0.005640939,0.040569942,9.785792
10.0,60461596.0,328.65735,91.96251,-35.83252,0.44347566,0.00577572,0.039938845,9.700971
11.0,60461610.0,311.20947,102.31502,-36.427624,0.4347475,0.005913615,0.039307736,9.613766
12.0,60461628.0,288.45108,111.09224,-38.249615,0.42603156,0.0060546696,0.038676865,9.524188
13.0,60461660.0,261.05807,118.18554,-41.334328,0.41733363,0.0061989576,0.03804642,9.432254
14.0,60461700.0,229.69029,123.4908,-45.699272,0.4086594,0.006346509,0.037416637,9.33798
15.0,60461750.0,195.15425,126.9356,-51.354446,0.40001434,0.006497398,0.03678772,9.241383
16.0,60461810.0,158.37915,128.42035,-58.306515,0.39140418,0.0066516697,0.03615988,9.14249
17.0,60461870.0,120.47001,127.890724,-66.51881,0.38283452,0.006809354,0.035533346,9.041335
18.0,60461944.0,82.5528,125.30147,-75.97549,0.37431043,0.006970525,0.034908336,8.937933
19.0,60462024.0,45.989033,120.59825,-86.61822,0.3658374,0.0071352273,0.034285065,8.832323
20.0,60462104.0,12.225698,113.79014,-98.37197,0.3574205,0.007303506,0.033663757,8.72454
21.0,60462184.0,-17.106298,104.87259,-111.12924,0.34906468,0.007475391,0.033044606,8.614627
22.0,60462268.0,-40.16635,93.89088,-124.769165,0.340775,0.0076509267,0.03242787,8.502625
23.0,60462348.0,-54.954144,80.940056,-139.12338,0.33255586,0.007830158,0.031813737,8.3885765
24.0,60462420.0,-59.245132,66.12425,-154.00352,0.32441193,0.008013129,0.031202435,8.27253
25.0,60462490.0,-50.62282,49.615467,-169.1529,0.31634766,0.008199841,0.030594174,8.154548
26.0,60462544.0,-26.435175,31.671728,-184.28725,0.30836692,0.008390337,0.029989166,8.034677
27.0,60462584.0,16.293268,12.496735,-199.07988,0.3004737,0.0085846335,0.029387621,7.9129796
28.0,60462604.0,80.68477,-7.502115,-213.12904,0.29267198,0.008782744,0.028789742,7.789529
29.0,60462604.0,170.2052,-27.912891,-225.97716,0.28496504,0.0089847,0.028195748,7.664379
30.0,60462572.0,288.65918,-48.2784,-237.09914,0.27735627,0.00919047,0.02760582,7.537615
31.0,60462508.0,440.1417,-67.98528,-245.90237,0.26984882,0.009400055,0.027020186,7.409309
32.0,60462404.0,629.02924,-86.35,-251.71132,0.2624456,0.009613469,0.026439024,7.2795405
33.0,60462252.0,860.1145,-102.62113,-253.76294,0.25514928,0.009830669,0.02586253,7.1484003
34.0,60462050.0,1138.5491,-115.891075,-251.21165,0.24796225,0.010051638,0.025290892,7.0159736
35.0,60461780.0,1469.8218,-125.19113,-243.11604,0.2408867,0.010276318,0.024724294,6.882357
36.0,60461444.0,1859.8052,-129.39641,-228.43385,0.23392482,0.010504663,0.024162916,6.7476535
37.0,60461028.0,2314.79,-127.32999,-206.03403,0.22707827,0.0107366,0.023606932,6.611966
38.0,60460524.0,2841.4004,-117.618004,-174.66179,0.22034867,0.010972068,0.02305651,6.4754004
39.0,60459920.0,3446.633,-98.8142,-132.98729,0.21373735,0.011210963,0.022511816,6.3380704
40.0,60459204.0,4137.809,-69.34554,-79.56446,0.20724554,0.0114531815,0.021973008,6.200095
41.0,60458370.0,4922.5366,-27.528124,-12.866767,0.20087428,0.011698589,0.021440258,6.061595
42.0,60457396.0,5808.6787,28.441946,68.730865,0.19462417,0.011947051,0.02091369,5.9226956
43.0,60456280.0,6804.2183,100.459076,166.91603,0.18849583,0.0121984035,0.02039345,5.783526
44.0,60455010.0,7917.163,190.52632,283.43842,0.18248977,0.0124524385,0.019879688,5.644224
45.0,60453564.0,9155.553,300.7305,420.08752,0.17660607,0.012708977,0.019372517,5.504921
46.0,60451936.0,10527.07,433.25793,578.6628,0.17084487,0.012967765,0.018872082,5.3657565
47.0,60450110.0,12038.997,590.29736,760.9472,0.16520606,0.013228551,0.01837849,5.2268753
48.0,60448084.0,13698.035,774.14374,968.6681,0.15968926,0.013491064,0.017891843,5.088415
49.0,60445840.0,15509.953,987.134,1203.4799,0.15429406,0.013754964,0.017412258,4.9505234
50.0,60443370.0,17479.334,1231.6072,1466.8887,0.14901997,0.0140199065,0.016939824,4.8133483
51.0,60440664.0,19609.377,1509.9569,1760.218,0.1438662,0.014285535,0.01647464,4.677028
52.0,60437724.0,21901.49,1824.5642,2084.5708,0.13883205,0.014551416,0.016016794,4.541713
53.0,60434544.0,24355.13,2177.8042,2440.7932,0.1339164,0.014817104,0.015566356,4.4075427
54.0,60431120.0,26967.414,2572.1357,2829.404,0.12911828,0.015082106,0.015123385,4.2746625
55.0,60427460.0,29733.002,3009.9075,3250.5652,0.12443654,0.015345916,0.014687973,4.143204
56.0,60423564.0,32643.977,3493.5725,3704.092,0.11986984,0.015607938,0.014260155,4.0133076
57.0,60419450.0,35689.69,4025.5315,4189.3833,0.11541684,0.01586759,0.013839984,3.885098
58.0,60415120.0,38856.82,4608.1875,4705.438,0.11107619,0.016124219,0.013427511,3.7587035
59.0,60410600.0,42129.715,5244.026,5250.907,0.1068462,0.016377121,0.013022757,3.6342394
60.0,60405900.0,45490.215,5935.445,5824.0425,0.10272552,0.016625553,0.012625772,3.5118244
61.0,60401044.0,48918.535,6684.9014,6422.82,0.09871231,0.016868755,0.012236565,3.3915555
62.0,60396056.0,52393.395,7494.8145,7044.927,0.09480496,0.017105907,0.011855155,3.2735317
63.0,60390950.0,55892.496,8367.541,7687.851,0.09100182,0.017336115,0.011481553,3.1578481
64.0,60385764.0,59393.34,9305.373,8348.959,0.08730091,0.0175585,0.011115754,3.0445747
65.0,60380510.0,62873.453,10310.446,9025.521,0.08370049,0.017772123,0.0107577685,2.9337823
66.0,60375220.0,66311.03,11384.686,9714.793,0.08019875,0.017975986,0.010407579,2.8255348
67.0,60369916.0,69685.5,12529.758,10414.099,0.076793686,0.018169105,0.01006516,2.7198753
68.0,60364612.0,72977.54,13746.895,11120.765,0.07348354,0.018350422,0.009730512,2.6168482
69.0,60359336.0,76169.82,15036.968,11832.323,0.07026635,0.018518895,0.009403584,2.5164797
70.0,60354104.0,79246.805,16400.219,12546.37,0.06714009,0.01867345,0.009084356,2.4187822
71.0,60348932.0,82195.04,17836.273,13260.664,0.06410293,0.018813014,0.008772788,2.3237655
72.0,60343836.0,85003.18,19344.176,13973.128,0.061152857,0.018936515,0.008468824,2.2314212
73.0,60338830.0,87661.83,20922.107,14681.8125,0.05828793,0.01904288,0.008172425,2.1417334
74.0,60333924.0,90163.53,22567.49,15384.9,0.05550633,0.01913108,0.007883537,2.0546777
75.0,60329132.0,92502.695,24277.057,16080.7295,0.05280594,0.019200101,0.0076020868,1.9702101
76.0,60324460.0,94675.28,26046.719,16767.75,0.050184947,0.019248992,0.0073280158,1.8882843
77.0,60319920.0,96678.76,27871.658,17444.506,0.047641438,0.019276842,0.007061258,1.8088411
78.0,60315520.0,98512.04,29746.457,18109.713,0.045173418,0.019282848,0.0068017277,1.7318057
79.0,60311264.0,100174.97,31665.033,18762.12,0.04277916,0.019266248,0.0065493616,1.6571044
80.0,60307160.0,101668.68,33620.977,19400.635,0.040456664,0.019226417,0.0063040643,1.5846416
81.0,60303216.0,102995.01,35607.383,20024.252,0.038204174,0.019162863,0.0060657533,1.5143191
82.0,60299436.0,104156.59,37617.09,20632.047,0.036019873,0.01907517,0.005834341,1.446029
83.0,60295820.0,105156.77,39642.926,21223.256,0.03390188,0.018963128,0.005609727,1.3796476
84.0,60292380.0,105999.47,41677.574,21797.172,0.03184853,0.018826634,0.0053918185,1.3150524
85.0,60289108.0,106688.91,43713.855,22353.21,0.029858094,0.01866582,0.005180514,1.2521042
86.0,60286016.0,107229.89,45744.82,22890.924,0.027928751,0.018480867,0.0049757035,1.190658
87.0,60283104.0,107627.414,47763.645,23409.914,0.026058923,0.01827228,0.0047772946,1.1305598
88.0,60280370.0,107886.8,49764.055,23909.941,0.024246912,0.018040672,0.004585165,1.071647
89.0,60277812.0,108013.5,51740.06,24390.844,0.022491079,0.017786846,0.00439921,1.0137484
90.0,60275436.0,108013.18,53686.164,24852.54,0.020789932,0.0175118,0.0042193173,0.95668954
91.0,60273236.0,107891.6,55597.41,25295.084,0.019141804,0.017216682,0.0040453672,0.9002803
92.0,60271212.0,107654.516,57469.332,25718.586,0.017545205,0.016902834,0.0038772493,0.8443279
93.0,60269356.0,107307.81,59297.996,26123.232,0.015998673,0.016571715,0.0037148388,0.7886343
94.0,60267676.0,106857.28,61080.05,26509.287,0.014500748,0.016224936,0.003558019,0.73299205
95.0,60266160.0,106308.73,62812.66,26877.104,0.013049912,0.015864223,0.0034066648,0.6771827
96.0,60264804.0,105667.88,64493.42,27227.05,0.011644911,0.015491381,0.0032606632,0.6209942
97.0,60263610.0,104940.4,66120.63,27559.58,0.010284256,0.015108272,0.00311988,0.5641963
98.0,60262560.0,104131.84,67692.79,27875.168,0.0089666955,0.014716834,0.002984202,0.5065633
99.0,60261664.0,103247.66,69209.016,28174.32,0.007690888,0.014318988,0.002853501,0.447861
100.0,60260904.0,102293.11,70668.82,28457.59,0.0064555816,0.0139166415,0.0027276545,0.3878555
101.0,60260284.0,101273.375,72071.99,28725.535,0.0052595846,0.013511702,0.002606541,0.3263125
102.0,60259790.0,100193.46,73418.7,28978.732,0.0041016154,0.013105959,0.0024900318,0.26299167
103.0,60259424.0,99058.19,74709.44,29217.79,0.0029805414,0.012701184,0.0023780018,0.19765931
104.0,60259172.0,97872.27,75944.9,29443.273,0.0018952303,0.012299016,0.002270335,0.13008337
105.0,60259030.0,96640.2,77126.055,29655.783,0.0008445494,0.011900976,0.0021669061,0.060033865
106.0,60258996.0,95366.28,78254.02,29855.916,-0.00017257407,0.01150848,0.00206759,-0.012711637
107.0,60259060.0,94054.64,79330.16,30044.26,-0.001157213,0.011122778,0.001972273,-0.088370256
108.0,60259216.0,92709.33,80355.83,30221.377,-0.0021103509,0.010745004,0.0018808246,-0.16714554
109.0,60259460.0,91334.1,81332.586,30387.834,-0.0030330308,0.010376155,0.0017931402,-0.24923635
110.0,60259788.0,89932.51,82262.086,30544.168,-0.0039262064,0.010017037,0.0017090887,-0.33482552
111.0,60260188.0,88508.055,83146.02,30690.924,-0.0047908314,0.00966835,0.0016285628,-0.42408323
112.0,60260660.0,87064.01,83986.04,30828.6,-0.0056278296,0.009330675,0.0015514434,-0.51716304
113.0,60261196.0,85603.445,84784.01,30957.709,-0.0064380653,0.009004399,0.00147762,-0.6142009
114.0,60261790.0,84129.27,85541.6,31078.71,-0.0072224624,0.008689851,0.0014069796,-0.71531975
115.0,60262444.0,82644.3,86260.6,31192.064,-0.007981826,0.008387238,0.0013394147,-0.8206138
116.0,60263144.0,81151.164,86942.766,31298.215,-0.00871693,0.008096635,0.0012748182,-0.93015766
117.0,60263892.0,79652.24,87589.805,31397.58,-0.009428669,0.007818073,0.0012130827,-1.0440156
118.0,60264680.0,78149.89,88203.39,31490.543,-0.010117788,0.0075514466,0.0011541039,-1.1622226
119.0,60265508.0,76646.33,88785.164,31577.506,-0.010785002,0.0072966665,0.0010977865,-1.2847773
120.0,60266370.0,75143.55,89336.766,31658.793,-0.011431087,0.0070535094,0.0010440231,-1.4116753
121.0,60267256.0,73643.414,89859.69,31734.78,-0.012056727,0.0068217367,0.0009927213,-1.5428745
122.0,60268172.0,72147.76,90355.47,31805.773,-0.012662668,0.0066010803,0.00094378594,-1.6783158
123.0,60269110.0,70658.22,90825.586,31872.084,-0.013249505,0.0063912123,0.0008971244,-1.8179052
124.0,60270070.0,69176.31,91271.34,31933.996,-0.013817955,0.006191835,0.00085264444,-1.9615296
125.0,60271050.0,67703.49,91694.13,31991.793,-0.014368642,0.006002575,0.0008102626,-2.1090539
126.0,60272040.0,66241.055,92095.22,32045.729,-0.014902163,0.0058230907,0.00076989236,-2.2603066
127.0,60273044.0,64790.242,92475.82,32096.031,-0.015419144,0.0056530237,0.00073144736,-2.4151013
128.0,60274056.0,63352.152,92837.086,32142.945,-0.015920151,0.005492002,0.0006948501,-2.5732234
129.0,60275076.0,61927.83,93180.09,32186.67,-0.01640578,0.005339682,0.0006600201,-2.7344325
130.0,60276104.0,60518.188,93505.945,32227.441,-0.016876567,0.005195707,0.00062688295,-2.898464
131.0,60277132.0,59124.125,93815.61,32265.4,-0.01733308,0.005059719,0.000595367,-3.0650425
132.0,60278160.0,57746.38,94110.02,32300.777,-0.017775793,0.004931405,0.00056540075,-3.2338402
133.0,60279190.0,56385.67,94390.09,32333.707,-0.018205244,0.0048104078,0.0005369127,-3.4045546
134.0,60280220.0,55042.65,94656.625,32364.355,-0.01862194,0.0046964437,0.00050984026,-3.57682
135.0,60281244.0,53717.863,94910.46,32392.867,-0.019026358,0.0045892,0.00048411786,-3.7502792
136.0,60282268.0,52411.812,95152.28,32419.395,-0.019418944,0.0044883937,0.00045967996,-3.9245462
137.0,60283284.0,51125.0,95382.914,32444.057,-0.019800205,0.0043937415,0.0004364729,-4.0992393
138.0,60284292.0,49857.7,95602.93,32466.963,-0.020170528,0.0043049753,0.00041443706,-4.273949
139.0,60285292.0,48610.36,95812.92,32488.26,-0.020530391,0.0042218566,0.0003935188,-4.4482603
140.0,60286284.0,47383.18,96013.62,32508.037,-0.020880211,0.004144132,0.00037366452,-4.621769
141.0,60287268.0,46176.426,96205.38,32526.4,-0.021220375,0.0040715784,0.00035482048,-4.7940493
142.0,60288240.0,44990.336,96388.945,32543.428,-0.02155133,0.004003972,0.0003369421,-4.9646983
143.0,60289200.0,43825.023,96564.664,32559.227,-0.021873433,0.0039411336,0.00031998157,-5.133265
144.0,60290148.0,42680.566,96733.0,32573.863,-0.022187043,0.0038828403,0.0003038913,-5.299371
