t,S,I,R,D,beta,gamma,mu,R0
0.0,60489828.0,489.6678,-34525.93,-9751.115,0.3757475,0.40401256,0.1,0.7455121
1.0,60488640.0,568.17505,-33661.984,-9466.854,0.37609398,0.40273017,0.1,0.748103
2.0,60487428.0,646.5326,-32792.266,-9181.34,0.3764357,0.40143362,0.1,0.7507189
3.0,60486200.0,724.826,-31916.29,-8894.573,0.37677246,0.40012282,0.1,0.75335985
4.0,60484948.0,802.8627,-31034.229,-8606.522,0.37710452,0.39879772,0.1,0.756027
5.0,60483676.0,880.64264,-30145.973,-8317.223,0.37743145,0.39745837,0.1,0.7587197
6.0,60482380.0,958.25146,-29251.586,-8026.658,0.37775338,0.39610463,0.1,0.7614389
7.0,60481068.0,1035.5608,-28350.924,-7734.8154,0.3780703,0.39473647,0.1,0.76418525
8.0,60479732.0,1112.6776,-27443.914,-7441.709,0.3783821,0.39335394,0.1,0.7669587
9.0,60478376.0,1189.5164,-26530.523,-7147.3105,0.3786887,0.39195693,0.1,0.7697599
10.0,60477000.0,1266.2482,-25610.646,-6851.646,0.37899005,0.39054546,0.1,0.7725891
11.0,60475600.0,1342.7018,-24684.178,-6554.708,0.3792862,0.38911948,0.1,0.77544695
12.0,60474180.0,1419.0271,-23751.094,-6256.468,0.37957692,0.38767898,0.1,0.7783336
13.0,60472740.0,1495.0316,-22811.521,-5956.968,0.3798623,0.38622394,0.1,0.7812497
14.0,60471280.0,1570.8435,-21865.123,-5656.1636,0.38014224,0.3847544,0.1,0.7841956
15.0,60469796.0,1646.5271,-20911.834,-5354.092,0.3804166,0.3832703,0.1,0.7871715
16.0,60468292.0,1721.8257,-19951.926,-5050.7236,0.38068542,0.38177162,0.1,0.7901782
17.0,60466770.0,1797.06,-18984.854,-4746.0674,0.38094863,0.38025844,0.1,0.79321593
18.0,60465220.0,1871.781,-18010.992,-4440.141,0.3812061,0.37873074,0.1,0.796285
19.0,60463652.0,1946.4806,-17029.809,-4132.9214,0.38145787,0.37718856,0.1,0.799386
20.0,60462064.0,2020.7952,-16041.599,-3824.4207,0.38170382,0.37563187,0.1,0.80251944
21.0,60460452.0,2095.131,-15046.346,-3514.6384,0.3819439,0.37406072,0.1,0.80568564
22.0,60458820.0,2168.868,-14043.567,-3203.5793,0.38217804,0.37247515,0.1,0.808885
23.0,60457170.0,2242.4766,-13033.684,-2891.2363,0.38240618,0.37087518,0.1,0.81211793
24.0,60455496.0,2315.8926,-12016.321,-2577.6133,0.3826282,0.36926085,0.1,0.8153849
25.0,60453800.0,2389.052,-10991.438,-2262.727,0.38284412,0.36763224,0.1,0.8186863
26.0,60452084.0,2461.6765,-9958.902,-1946.5581,0.3830539,0.36598936,0.1,0.82202286
