t,S,I,R,D,beta_const,gamma_const,mu_const,R0_const
0.0,5993313.5,0.0,0.0,0.0,0.05070786324546228,0.04077257106385335,0.0049423764989228736,1.1092184493010682
1.0,5994180.5,0.0,0.0,0.0,0.05070786324546228,0.04077257106385335,0.0049423764989228736,1.1092184493010682
2.0,5993967.5,0.0,0.0,0.0,0.05070786324546228,0.04077257106385335,0.0049423764989228736,1.1092184493010682
3.0,5993864.5,0.0,0.0,0.0,0.05070786324546228,0.04077257106385335,0.0049423764989228736,1.1092184493010682
4.0,5993656.5,0.0,0.0,3.0169926e-13,0.05070786324546228,0.04077257106385335,0.0049423764989228736,1.1092184493010682
5.0,5993530.5,0.0,0.0,105.98535,0.05070786324546228,0.04077257106385335,0.0049423764989228736,1.1092184493010682
6.0,5993460.5,0.0,0.0,195.66577,0.05070786324546228,0.04077257106385335,0.0049423764989228736,1.1092184493010682
7.0,5993394.5,0.0,0.0,261.1421,0.05070786324546228,0.04077257106385335,0.0049423764989228736,1.1092184493010682
8.0,5993313.5,0.0,0.0,312.52478,0.05070786324546228,0.04077257106385335,0.0049423764989228736,1.1092184493010682
9.0,5993216.5,0.0,126.41016,354.98633,0.05070786324546228,0.04077257106385335,0.0049423764989228736,1.1092184493010682
10.0,5993103.0,932.7676,476.2832,391.4082,0.05070786324546228,0.04077257106385335,0.0049423764989228736,1.1092184493010682
11.0,5992974.5,1762.2871,764.72266,423.5398,0.05070786324546228,0.04077257106385335,0.0049423764989228736,1.1092184493010682
12.0,5992830.5,2423.6055,1013.34766,452.50757,0.05070786324546228,0.04077257106385335,0.0049423764989228736,1.1092184493010682
13.0,5992671.5,2955.9512,1235.4707,479.06323,0.05070786324546228,0.04077257106385335,0.0049423764989228736,1.1092184493010682
14.0,5992500.0,3387.877,1439.2617,503.72095,0.05070786324546228,0.04077257106385335,0.0049423764989228736,1.1092184493010682
15.0,5992317.0,3741.088,1629.5098,526.8351,0.05070786324546228,0.04077257106385335,0.0049423764989228736,1.1092184493010682
16.0,5992126.5,4032.455,1808.9297,548.6488,0.05070786324546228,0.04077257106385335,0.0049423764989228736,1.1092184493010682
17.0,5991930.0,4275.291,1979.0547,569.3395,0.05070786324546228,0.04077257106385335,0.0049423764989228736,1.1092184493010682
18.0,5991731.0,4480.0684,2140.7207,589.0398,0.05070786324546228,0.04077257106385335,0.0049423764989228736,1.1092184493010682
19.0,5991531.0,4655.0586,2294.3438,607.84814,0.05070786324546228,0.04077257106385335,0.0049423764989228736,1.1092184493010682
