t,S,I,R,D,beta,gamma,mu,R0
0.0,5982535.0,251.26416,6852.718,1241.1553,0.031120459,0.0300161,0.0009573399,1.0047466
1.0,5982527.5,251.15845,6860.111,1241.267,0.031102259,0.03001619,0.0009397939,1.0047252
2.0,5982520.0,251.0542,6867.5,1241.378,0.031084182,0.030016277,0.0009225989,1.0046966
3.0,5982512.5,250.94751,6874.887,1241.4885,0.031066248,0.030016368,0.0009057489,1.0046611
4.0,5982504.5,250.84106,6882.2715,1241.5983,0.031048447,0.03001646,0.0008892377,1.0046189
5.0,5982497.0,250.73682,6889.652,1241.7073,0.031030787,0.03001655,0.00087305764,1.0045705
6.0,5982489.5,250.63159,6897.0303,1241.8157,0.03101326,0.030016644,0.0008572047,1.0045155
7.0,5982482.0,250.5249,6904.405,1241.9233,0.030995866,0.030016739,0.0008416716,1.0044544
8.0,5982474.5,250.42017,6911.777,1242.0304,0.030978613,0.030016834,0.0008264528,1.0043876
9.0,5982467.0,250.31445,6919.1475,1242.1367,0.0309615,0.030016929,0.00081154134,1.0043151
10.0,5982459.5,250.20972,6926.5137,1242.2426,0.03094452,0.030017026,0.0007969334,1.004237
11.0,5982452.0,250.10425,6933.877,1242.3475,0.030927679,0.030017124,0.00078262214,1.0041537
12.0,5982444.5,249.99902,6941.238,1242.452,0.030910978,0.030017223,0.000768602,1.0040653
13.0,5982436.5,249.8938,6948.5967,1242.5557,0.030894417,0.030017324,0.00075486733,1.0039719
14.0,5982429.0,249.78906,6955.9517,1242.6588,0.030877974,0.030017424,0.0007414137,1.0038732
15.0,5982421.5,249.68384,6963.3037,1242.7614,0.030861685,0.030017527,0.00072823453,1.0037704
16.0,5982414.0,249.57861,6970.6533,1242.8633,0.03084553,0.030017631,0.00071532576,1.003663
17.0,5982406.5,249.47437,6978.0005,1242.9645,0.030829508,0.030017735,0.0007026814,1.0035511
18.0,5982399.0,249.36938,6985.3447,1243.065,0.030813623,0.030017842,0.0006902969,1.0034351
19.0,5982391.5,249.26465,6992.6865,1243.1648,0.030797865,0.030017948,0.00067816663,1.0033147
20.0,5982384.0,249.1604,7000.025,1243.2642,0.030782266,0.030018056,0.0006662864,1.0031914
21.0,5982376.5,249.05615,7007.362,1243.363,0.030766783,0.030018166,0.00065465074,1.0030636
22.0,5982369.0,248.9519,7014.6943,1243.4609,0.03075144,0.030018276,0.0006432554,1.0029323
23.0,5982361.5,248.8479,7022.0254,1243.5585,0.030736243,0.030018387,0.0006320958,1.002798
24.0,5982354.5,248.74365,7029.3535,1243.6553,0.03072117,0.030018501,0.0006211669,1.00266
25.0,5982347.0,248.64038,7036.678,1243.7515,0.030706245,0.030018615,0.0006104645,1.0025194
26.0,5982339.5,248.53564,7044.001,1243.8473,0.030691449,0.03001873,0.0005999841,1.0023755
27.0,5982332.0,248.43262,7051.3223,1243.942,0.030676786,0.030018846,0.00058972125,1.0022287
28.0,5982324.5,248.32959,7058.6396,1244.0366,0.03066227,0.030018965,0.00057967193,1.0020796
29.0,5982317.0,248.22583,7065.954,1244.1302,0.030647878,0.030019084,0.00056983164,1.0019276
30.0,5982309.5,248.12329,7073.267,1244.2234,0.030633623,0.030019205,0.00056019623,1.0017731
31.0,5982302.0,248.02002,7080.576,1244.316,0.030619511,0.030019326,0.0005507623,1.0016167
32.0,5982294.5,247.91748,7087.884,1244.4081,0.030605514,0.03001945,0.0005415247,1.0014575
33.0,5982287.5,247.81445,7095.189,1244.4994,0.03059167,0.030019574,0.0005324805,1.0012966
34.0,5982280.0,247.71216,7102.491,1244.5903,0.030577961,0.0300197,0.00052362535,1.001134
35.0,5982272.5,247.60913,7109.791,1244.6807,0.030564386,0.030019827,0.00051495584,1.0009695
36.0,5982265.0,247.50757,7117.089,1244.7703,0.030550944,0.030019958,0.0005064677,1.0008032
37.0,5982257.5,247.406,7124.384,1244.8593,0.030537637,0.030020088,0.00049815775,1.0006354
38.0,5982250.0,247.30444,7131.675,1244.9478,0.03052446,0.030020218,0.0004900224,1.0004661
39.0,5982243.0,247.2024,7138.9653,1245.0358,0.03051143,0.030020352,0.0004820578,1.0002956
40.0,5982235.5,247.10132,7146.2534,1245.123,0.030498529,0.030020488,0.00047426106,1.000124
41.0,5982228.0,246.99927,7153.5386,1245.21,0.030485762,0.030020624,0.00046662783,0.9999511
42.0,5982220.5,246.8982,7160.8213,1245.2963,0.030473124,0.030020762,0.0004591558,0.99977714
43.0,5982213.5,246.79834,7168.101,1245.3818,0.030460622,0.030020902,0.00045184096,0.99960226
44.0,5982206.0,246.69629,7175.38,1245.4669,0.030448258,0.030021043,0.0004446805,0.9994267
45.0,5982198.5,246.59644,7182.656,1245.5514,0.030436026,0.030021185,0.000437671,0.9992505
46.0,5982191.5,246.49634,7189.9287,1245.6355,0.030423936,0.03002133,0.00043080977,0.9990738
47.0,5982184.0,246.39648,7197.1997,1245.719,0.030411966,0.030021476,0.00042409333,0.9988963
48.0,5982176.5,246.29639,7204.4688,1245.8019,0.030400138,0.030021625,0.00041751887,0.99871856
49.0,5982169.0,246.19653,7211.736,1245.8843,0.030388448,0.030021774,0.00041108354,0.99854076
