t,S,I,R,D,beta,gamma,mu,R0
249.0,5949943.0,-0.29736328,12381.848,1666.8518,0.016882144,0.030005025,0.000114489056,0.5605052
250.0,5949943.0,-0.30615234,12381.856,1666.8563,0.01692446,0.030005023,0.00011446742,0.56191057
251.0,5949943.0,-0.3149414,12381.866,1666.861,0.01696709,0.030005021,0.000114446,0.56332636
252.0,5949943.0,-0.3232422,12381.875,1666.8654,0.017010037,0.030005017,0.00011442474,0.56475276
253.0,5949943.0,-0.3305664,12381.885,1666.8701,0.0170533,0.030005015,0.00011440373,0.5661895
254.0,5949943.0,-0.33984375,12381.894,1666.8748,0.017096885,0.030005014,0.000114382885,0.567637
255.0,5949943.0,-0.34814453,12381.901,1666.8794,0.017140795,0.030005012,0.00011436224,0.5690953
256.0,5949943.0,-0.35595703,12381.912,1666.8843,0.017185027,0.03000501,0.0001143418,0.57056427
257.0,5949943.0,-0.3642578,12381.922,1666.889,0.017229587,0.030005008,0.00011432154,0.5720442
258.0,5949943.0,-0.37304688,12381.93,1666.8939,0.017274477,0.030005006,0.00011430148,0.57353497
259.0,5949942.5,-0.3798828,12381.939,1666.8987,0.017319698,0.030005004,0.00011428163,0.5750368
260.0,5949942.5,-0.38720703,12381.949,1666.9037,0.017365254,0.030005002,0.00011426195,0.57654977
261.0,5949942.5,-0.39501953,12381.958,1666.9087,0.017411154,0.030005,0.00011424245,0.5780741
262.0,5949942.5,-0.4033203,12381.968,1666.9137,0.017457388,0.030004999,0.00011422315,0.5796096
263.0,5949942.5,-0.4111328,12381.978,1666.9187,0.017503966,0.030004997,0.00011420406,0.5811564
264.0,5949942.5,-0.42089844,12381.987,1666.924,0.017550895,0.030004997,0.00011418512,0.58271486
265.0,5949942.5,-0.42773438,12381.997,1666.9291,0.017598167,0.030004995,0.00011416638,0.5842847
