t,S,I,R,D,beta_const,gamma_const,mu_const,R0_const
0.0,5994662.5,0.0,353.6953,0.0,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
1.0,5993518.5,0.0,1380.8594,0.0,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
2.0,5993733.0,0.0,1187.0234,0.0,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
3.0,5993629.0,0.0,1255.625,0.0,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
4.0,5993552.0,0.0,1286.9609,2.8602316e-09,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
5.0,5993449.5,0.0,1337.9141,117.75073,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
6.0,5993367.0,0.0,1383.6641,202.04736,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
7.0,5993298.0,0.0,1426.2188,257.32178,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
8.0,5993216.5,0.0,1478.5508,297.99097,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
9.0,5993110.5,0.0,1543.7227,331.281,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
10.0,5992980.0,829.96484,1618.8008,360.56665,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
11.0,5992828.5,1755.7812,1699.625,387.406,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
12.0,5992661.0,2534.5938,1783.3789,412.55542,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
13.0,5992481.5,3201.3203,1868.293,436.40527,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
14.0,5992293.0,3778.6914,1953.3945,459.1709,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
15.0,5992099.0,4282.0195,2038.0781,480.98682,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
16.0,5991901.5,4722.2363,2122.0625,501.94385,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
17.0,5991702.0,5107.533,2205.211,522.11694,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
18.0,5991503.0,5444.4453,2287.3633,541.56274,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
19.0,5991305.0,5738.424,2368.7578,560.3462,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
20.0,5991108.5,5994.162,2449.5703,578.5303,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
21.0,5990915.0,6215.785,2530.0977,596.17456,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
22.0,5990723.5,6406.965,2610.746,613.34424,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
23.0,5990535.0,6571.0156,2691.9648,630.1045,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
24.0,5990348.0,6710.9453,2774.1602,646.5139,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
25.0,5990163.5,6829.4316,2857.8281,662.6338,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
26.0,5989980.5,6928.9434,2943.3203,678.51953,0.03910177973441348,0.03194778790071201,0.0023158372111803383,1.1412038161963745
