t,S,I,R,D,beta_const,gamma_const,mu_const,R0_const
0.0,5994720.0,4041.5352,0.0,0.0,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
1.0,5994741.0,4408.207,0.0,0.0,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
2.0,5994588.0,4364.4414,0.0,0.0,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
3.0,5994365.0,4459.1035,0.0,0.0,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
4.0,5994136.0,4554.8105,0.0,0.0,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
5.0,5993906.0,4619.2695,0.0,0.0,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
6.0,5993646.0,4680.039,0.0,0.0008562671,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
7.0,5993352.5,4749.5977,0.0,119.82056,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
8.0,5993039.0,4827.5215,0.0,217.88623,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
9.0,5992722.0,4908.6016,0.0,294.45972,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
10.0,5992415.0,4988.082,0.0,355.1123,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
11.0,5992124.0,5063.324,0.0,404.05884,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
12.0,5991850.0,5133.621,0.0,444.44116,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
13.0,5991592.5,5199.3613,3.3415893e-17,478.5332,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
14.0,5991350.0,5261.4004,279.65234,507.96875,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
15.0,5991119.5,5320.6387,556.97656,533.9116,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
16.0,5990900.5,5377.828,803.8008,557.18945,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
17.0,5990691.0,5433.5586,1027.0977,578.4016,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
18.0,5990490.5,5488.2363,1231.7188,597.97705,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
19.0,5990297.5,5542.131,1421.1836,616.2444,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
20.0,5990111.5,5595.4277,1598.0391,633.4402,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
21.0,5989931.5,5648.242,1764.3633,649.7551,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
22.0,5989758.0,5700.664,1921.5781,665.33276,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
23.0,5989589.5,5752.7207,2070.9766,680.291,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
24.0,5989426.0,5804.494,2213.539,694.7256,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
25.0,5989267.0,5856.0156,2350.164,708.7186,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
26.0,5989111.5,5907.342,2481.5195,722.33386,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
27.0,5988960.0,5958.5156,2608.3008,735.6332,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
28.0,5988811.5,6009.619,2731.1328,748.6649,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
29.0,5988665.5,6060.6797,2850.4375,761.47034,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
30.0,5988522.0,6111.7793,2966.6875,774.09265,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
31.0,5988380.0,6162.9746,3080.375,786.5653,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
32.0,5988240.0,6214.336,3191.8242,798.92126,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
33.0,5988101.0,6265.9043,3301.414,811.18567,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
34.0,5987963.0,6317.7637,3409.4531,823.386,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
35.0,5987825.5,6369.9746,3516.3047,835.54785,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
36.0,5987688.5,6422.574,3622.1602,847.6892,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
37.0,5987551.0,6475.629,3727.3242,859.82886,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
38.0,5987413.5,6529.1816,3832.0117,871.9856,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
39.0,5987276.0,6583.2734,3936.4531,884.1775,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
40.0,5987137.0,6637.961,4040.8047,896.41504,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
41.0,5986997.5,6693.25,4145.3203,908.71545,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
42.0,5986857.0,6749.215,4250.1016,921.08826,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
43.0,5986715.0,6805.8555,4355.289,933.5453,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
44.0,5986572.0,6863.207,4461.0703,946.0963,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
45.0,5986427.0,6921.3125,4567.543,958.75195,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
46.0,5986280.5,6980.162,4674.8086,971.51807,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
47.0,5986132.0,7039.797,4782.9297,984.4048,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
48.0,5985982.0,7100.217,4892.0215,997.4148,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
49.0,5985830.0,7161.4453,5002.199,1010.55566,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
50.0,5985676.0,7223.506,5113.457,1023.8341,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
51.0,5985519.5,7286.3965,5225.875,1037.2512,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
52.0,5985361.5,7350.1445,5339.4766,1050.8146,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
53.0,5985201.0,7414.758,5454.34,1064.525,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
54.0,5985038.0,7480.252,5570.467,1078.386,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
55.0,5984872.5,7546.633,5687.8613,1092.4001,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
56.0,5984705.0,7613.9375,5806.6016,1106.571,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
57.0,5984535.0,7682.162,5926.588,1120.8992,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
58.0,5984363.0,7751.3574,6047.9473,1135.3893,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
59.0,5984188.0,7821.539,6170.58,1150.0396,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
60.0,5984010.5,7892.7207,6294.533,1164.8507,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
61.0,5983830.5,7964.9766,6419.838,1179.8268,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
62.0,5983647.5,8038.3203,6546.4297,1194.9691,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
63.0,5983462.5,8112.8145,6674.326,1210.2777,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
64.0,5983274.0,8188.508,6803.5312,1225.754,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
65.0,5983083.0,8265.486,6934.033,1241.4014,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
66.0,5982889.5,8343.793,7065.8223,1257.2213,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
67.0,5982692.5,8423.523,7198.908,1273.2134,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
68.0,5982492.0,8504.771,7333.3516,1289.3864,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
69.0,5982289.0,8587.646,7469.08,1305.7372,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
70.0,5982082.0,8672.246,7606.16,1322.2709,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
71.0,5981871.5,8758.705,7744.59,1338.9924,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
72.0,5981657.5,8847.164,7884.4395,1355.9067,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
73.0,5981439.5,8937.775,8025.7285,1373.0166,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
74.0,5981217.0,9030.697,8168.492,1390.3312,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
75.0,5980990.5,9126.107,8312.832,1407.852,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
76.0,5980759.5,9224.213,8458.773,1425.5907,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
77.0,5980523.5,9325.217,8606.432,1443.5564,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
78.0,5980282.0,9429.34,8755.887,1461.752,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
79.0,5980035.5,9536.818,8907.236,1480.189,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
80.0,5979782.5,9647.939,9060.611,1498.8815,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
81.0,5979524.0,9762.951,9216.127,1517.837,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
82.0,5979258.5,9882.168,9373.945,1537.0701,0.04253518254503924,0.03397800848647975,0.002941466826426986,1.1521069079269743
