t,S,I,R,D,beta,gamma,mu,R0
0.0,5786907.0,-15.744629,37683.086,2756.1135,0.026362728,0.030056372,0.00020266516,0.8712349
1.0,5786907.0,-15.662598,37682.652,2756.1016,0.026301246,0.030056221,0.00020207914,0.8692242
2.0,5786907.5,-15.58252,37682.227,2756.09,0.02624003,0.03005607,0.00020149682,0.8672221
3.0,5786908.0,-15.512695,37681.797,2756.0786,0.0261791,0.03005592,0.000200918,0.8652292
4.0,5786908.0,-15.436035,37681.37,2756.0676,0.026118422,0.03005577,0.00020034287,0.8632445
5.0,5786908.5,-15.360352,37680.945,2756.0562,0.026058024,0.030055622,0.00019977131,0.86126876
6.0,5786909.0,-15.27832,37680.53,2756.0452,0.025997898,0.030055474,0.00019920322,0.85930175
7.0,5786909.5,-15.198242,37680.113,2756.034,0.025938027,0.030055325,0.00019863875,0.8573431
8.0,5786909.5,-15.130371,37679.684,2756.0227,0.025878433,0.030055178,0.0001980778,0.85539335
9.0,5786910.0,-15.044922,37679.277,2756.012,0.025819097,0.030055033,0.00019752028,0.8534518
10.0,5786910.5,-14.963867,37678.867,2756.0012,0.02576003,0.030054886,0.00019696627,0.85151917
11.0,5786910.5,-14.885254,37678.453,2755.9905,0.025701232,0.03005474,0.00019641586,0.849595
12.0,5786911.0,-14.80957,37678.04,2755.9795,0.025642695,0.030054597,0.00019586881,0.8476794
13.0,5786911.5,-14.731445,37677.637,2755.969,0.025584415,0.030054452,0.00019532524,0.845772
14.0,5786911.5,-14.646484,37677.234,2755.958,0.0255264,0.030054308,0.0001947851,0.84387326
15.0,5786912.0,-14.571777,37676.83,2755.9473,0.025468644,0.030054165,0.00019424835,0.84198284
16.0,5786912.5,-14.490234,37676.43,2755.9375,0.025411146,0.030054023,0.00019371498,0.8401007
17.0,5786912.5,-14.410645,37676.03,2755.927,0.025353912,0.030053882,0.00019318509,0.83822715
18.0,5786913.0,-14.330566,37675.633,2755.9167,0.025296919,0.03005374,0.00019265848,0.83636135
19.0,5786913.5,-14.24707,37675.24,2755.9067,0.025240202,0.030053599,0.00019213525,0.8345045
20.0,5786913.5,-14.174316,37674.844,2755.8965,0.025183735,0.03005346,0.00019161534,0.8326557
21.0,5786914.0,-14.091309,37674.45,2755.886,0.025127525,0.03005332,0.00019109882,0.8308153
22.0,5786914.5,-14.005371,37674.066,2755.8762,0.025071558,0.03005318,0.00019058555,0.82898265
23.0,5786914.5,-13.928711,37673.68,2755.866,0.025015853,0.030053042,0.0001900756,0.8271586
24.0,5786915.0,-13.847168,37673.297,2755.8564,0.024960402,0.030052902,0.00018956895,0.8253427
25.0,5786915.0,-13.763672,37672.918,2755.8472,0.024905203,0.030052766,0.00018906547,0.82353485
26.0,5786915.5,-13.678711,37672.54,2755.8372,0.02485025,0.030052628,0.00018856526,0.8217351
27.0,5786916.0,-13.6015625,37672.16,2755.8276,0.024795538,0.030052492,0.00018806834,0.8199431
28.0,5786916.0,-13.519043,37671.78,2755.8179,0.024741087,0.030052356,0.00018757462,0.8181595
29.0,5786916.5,-13.441895,37671.41,2755.8086,0.024686884,0.03005222,0.00018708402,0.816384
30.0,5786916.5,-13.359375,37671.043,2755.799,0.024632923,0.030052086,0.00018659665,0.81461626
31.0,5786917.0,-13.272461,37670.676,2755.7903,0.024579206,0.030051952,0.00018611246,0.8128565
32.0,5786917.5,-13.194824,37670.305,2755.7803,0.02452574,0.030051818,0.00018563142,0.8111048
33.0,5786917.5,-13.108887,37669.94,2755.7715,0.024472512,0.030051686,0.00018515352,0.80936074
34.0,5786918.0,-13.029297,37669.582,2755.7622,0.024419539,0.030051554,0.0001846787,0.80762506
35.0,5786918.0,-12.949707,37669.22,2755.7534,0.024366796,0.030051421,0.000184207,0.8058968
36.0,5786918.5,-12.861816,37668.863,2755.7449,0.0243143,0.030051291,0.00018373843,0.80417645
37.0,5786919.0,-12.786621,37668.51,2755.736,0.024262045,0.030051159,0.00018327287,0.80246407
38.0,5786919.0,-12.698242,37668.156,2755.727,0.024210023,0.030051028,0.00018281044,0.80075914
39.0,5786919.5,-12.618652,37667.8,2755.7183,0.024158249,0.0300509,0.000182351,0.79906225
40.0,5786919.5,-12.531738,37667.457,2755.71,0.024106707,0.03005077,0.00018189463,0.79737294
41.0,5786920.0,-12.449707,37667.1,2755.7014,0.024055403,0.03005064,0.00018144125,0.7956912
42.0,5786920.5,-12.371582,37666.758,2755.6926,0.024004336,0.030050514,0.00018099087,0.79401726
43.0,5786920.5,-12.283691,37666.418,2755.6843,0.023953505,0.030050386,0.00018054344,0.7923509
44.0,5786921.0,-12.207031,37666.082,2755.6765,0.023902908,0.03005026,0.00018009906,0.7906922
45.0,5786921.0,-12.123047,37665.74,2755.6682,0.023852544,0.030050132,0.00017965758,0.789041
